Name,Purpose *,Price,Shipping Estimate,Link,Quantity,Total Cost (No Tax),Distributor ,"Tax (USD)
",Overall Cost (include tax)
PCB printing,To print the board,$2.00 ,$3.30 ,https://jlcpcb.com/,5,$5.30 ,jlcpcb,0.53$,$5.83 
